chismorreo,strongsubj,negative
chocar,strongsubj,negative
choque,strongsubj,negative
chufleta,strongsubj,negative
cinismo,strongsubj,negative
cipote,strongsubj,negative
circunspeccion,strongsubj,positive
civilizado,strongsubj,positive
clamoroso,strongsubj,positive
codicioso,strongsubj,negative
coger,strongsubj,negative
coherente,strongsubj,positive
coincidencia,strongsubj,positive
colerico,strongsubj,negative
coligado,strongsubj,positive
colmado,strongsubj,positive
combativo,strongsubj,negative
comodidad,strongsubj,positive
compasion,strongsubj,positive
competente,strongsubj,positive
complaciente,strongsubj,positive
complicacion,strongsubj,negative
comprensible,strongsubj,positive
comprometer,strongsubj,negative
comun,strongsubj,negative
conceder,strongsubj,negative
concepcion,strongsubj,positive
conciencia,strongsubj,positive
condescendencia,strongsubj,negative
confiabilidad,strongsubj,positive
confidente,strongsubj,positive
conflicto,strongsubj,negative
confrontacion,strongsubj,negative
congoja,strongsubj,negative
conmiseracion,strongsubj,negative
conmocion,strongsubj,negative
conocido,strongsubj,positive
consagrar,strongsubj,positive
consagrarse,strongsubj,positive
consciencia,strongsubj,positive
conseguir,strongsubj,positive
consideracion,strongsubj,positive
considerado,strongsubj,positive
constante,strongsubj,positive
consternado,strongsubj,negative
consternar,strongsubj,negative
consumado,strongsubj,positive
contradiccion,strongsubj,negative
contraerse,strongsubj,negative
contrariedad,strongsubj,negative
contrario,strongsubj,negative
contratiempo,strongsubj,negative
contundente,strongsubj,positive
conturbar,strongsubj,negative
contusion,strongsubj,negative
copete,strongsubj,negative
copioso,strongsubj,positive
coraje,strongsubj,positive
cordial,strongsubj,positive
corrupto,strongsubj,negative
cortante,strongsubj,negative
corto,strongsubj,negative
crack,strongsubj,positive
craso,strongsubj,negative
creativo,strongsubj,positive
crecer,strongsubj,positive
creciente,strongsubj,positive
credibilidad,strongsubj,positive
creible,strongsubj,positive
criatura,strongsubj,negative
criminal,strongsubj,negative
cruel,strongsubj,negative
cuento,strongsubj,negative
cuestionable,strongsubj,negative
cuita,strongsubj,negative
cuitado,strongsubj,negative
culpabilidad,strongsubj,negative
cultivado,strongsubj,positive
culto,strongsubj,positive
dadivoso,strongsubj,positive
danar,strongsubj,negative
danino,strongsubj,negative
dano,strongsubj,negative
danoso,strongsubj,negative
debacle,strongsubj,negative
debil,strongsubj,negative
decaido,strongsubj,negative
decepcion,strongsubj,negative
dechado,strongsubj,positive
decidido,strongsubj,positive
dedicar,strongsubj,positive
defecto,strongsubj,negative
deferencia,strongsubj,positive
deficiencia,strongsubj,negative
deficiente,strongsubj,negative
degeneracion,strongsubj,negative
delatar,strongsubj,negative
deleitoso,strongsubj,positive
deletereo,strongsubj,negative
delicadeza,strongsubj,positive
delicado,strongsubj,negative
delicioso,strongsubj,positive
delincuente,strongsubj,negative
delirio,strongsubj,negative
demente,strongsubj,negative
demoler,strongsubj,negative
demonio,strongsubj,negative
denegacion,strongsubj,negative
deplorable,strongsubj,negative
deplorar,strongsubj,negative
depre,strongsubj,negative
depresivo,strongsubj,negative
deprimente,strongsubj,negative
deprimido,strongsubj,negative
deprimir,strongsubj,negative
derribar,strongsubj,negative
derrocar,strongsubj,negative
derroche,strongsubj,positive
desabrido,strongsubj,negative
desabrigo,strongsubj,negative
desafecto,strongsubj,negative
desafilado,strongsubj,negative
desafio,strongsubj,negative
desafortunado,strongsubj,negative
desagradable,strongsubj,negative
desagradar,strongsubj,negative
desagradecido,strongsubj,negative
desagrado,strongsubj,negative
desahogo,strongsubj,positive
desalentado,strongsubj,negative
desalentador,strongsubj,negative
desalentar,strongsubj,negative
desalmado,strongsubj,negative
desamparo,strongsubj,negative
desanimar,strongsubj,negative
desapacible,strongsubj,negative
desarreglo,strongsubj,negative
desasosegado,strongsubj,negative
desasosiego,strongsubj,negative
desastre,strongsubj,negative
desastroso,strongsubj,negative
desatento,strongsubj,negative
desazon,strongsubj,negative
desbarajuste,strongsubj,negative
descanso,strongsubj,positive
descarado,strongsubj,negative
descargar,strongsubj,positive
descaro,strongsubj,negative
descomunal,strongsubj,negative
desconcertar,strongsubj,negative
desconsolado,strongsubj,negative
descortes,strongsubj,negative
descuello,strongsubj,negative
descuido,strongsubj,negative
desden,strongsubj,negative
desdenar,strongsubj,negative
desdicha,strongsubj,negative
desdichado,strongsubj,negative
desecho,strongsubj,negative
desencadenamiento,strongsubj,negative
desencanto,strongsubj,negative
desengano,strongsubj,negative
deseo,strongsubj,positive
desesperacion,strongsubj,negative
desesperanza,strongsubj,negative
desesperanzar,strongsubj,negative
desestimacion,strongsubj,negative
desfachatez,strongsubj,negative
desfallecimiento,strongsubj,negative
desfasado,strongsubj,negative
desfavorable,strongsubj,negative
desgarbado,strongsubj,negative
desgarrador,strongsubj,negative
desgracia,strongsubj,negative
deshonra,strongsubj,negative
desigual,strongsubj,negative
desigualdad,strongsubj,negative
desilusion,strongsubj,negative
desistir,strongsubj,negative
deslumbrante,strongsubj,negative
desmanado,strongsubj,negative
desmentir,strongsubj,negative
desmesurado,strongsubj,negative
desmoralizar,strongsubj,negative
desnudar,strongsubj,negative
desocupado,strongsubj,positive
desolado,strongsubj,negative
desorbitado,strongsubj,negative
desorden,strongsubj,negative
despedida,strongsubj,positive
despiadado,strongsubj,negative
despido,strongsubj,positive
desposeer,strongsubj,negative
despotismo,strongsubj,negative
despreciable,strongsubj,negative
despreciar,strongsubj,negative
desprecio,strongsubj,negative
desprendido,strongsubj,positive
desquiciar,strongsubj,negative
desquite,strongsubj,negative
destacado,strongsubj,positive
destacar,strongsubj,positive
destreza,strongsubj,positive
destrozar,strongsubj,negative
desvanecimiento,strongsubj,negative
desventajoso,strongsubj,negative
desventura,strongsubj,negative
desventurado,strongsubj,negative
desvergonzado,strongsubj,negative
desverguenza,strongsubj,negative
detestable,strongsubj,negative
detestar,strongsubj,negative
detonador,strongsubj,negative
detrimento,strongsubj,negative
diablillo,strongsubj,negative
diablo,strongsubj,negative
dicha,strongsubj,positive
dichoso,strongsubj,positive
dificultoso,strongsubj,negative
dinamico,strongsubj,positive
discernimiento,strongsubj,positive
discrecion,strongsubj,positive
discusion,strongsubj,negative
diseminado,strongsubj,negative
diserto,strongsubj,positive
disfrutar,strongsubj,positive
disgustado,strongsubj,negative
disgustar,strongsubj,negative
disgusto,strongsubj,negative
disparatado,strongsubj,negative
distante,strongsubj,negative
distincion,strongsubj,positive
distinguido,strongsubj,positive
distinguir,strongsubj,positive
distraer,strongsubj,negative
disturbios,strongsubj,negative
diverso,strongsubj,negative
divertido,strongsubj,positive
divertir,strongsubj,positive
divino,strongsubj,positive
docto,strongsubj,positive
doler,strongsubj,negative
doloroso,strongsubj,negative
dotar,strongsubj,positive
ducho,strongsubj,positive
dudoso,strongsubj,negative
dulce,strongsubj,positive
duro,strongsubj,negative
ebrio,strongsubj,negative
echador,strongsubj,negative
edicion,strongsubj,positive
efectivo,strongsubj,positive
eficaz,strongsubj,positive
efimero,strongsubj,negative
ejemplar,strongsubj,positive
ejemplo,strongsubj,positive
elacion,strongsubj,negative
elegante,strongsubj,positive
elevado,strongsubj,positive
elocuente,strongsubj,positive
embelesamiento,strongsubj,positive
embelesar,strongsubj,positive
embeleso,strongsubj,positive
embotado,strongsubj,negative
embravecido,strongsubj,negative
embriagar,strongsubj,positive
embrollo,strongsubj,negative
embrujar,strongsubj,positive
embullo,strongsubj,positive
embuste,strongsubj,negative
eminencia,strongsubj,positive
emocionante,strongsubj,positive
empobrecido,strongsubj,negative
empobrecimiento,strongsubj,negative
encantador,strongsubj,positive
encantar,strongsubj,positive
encogerse,strongsubj,negative
encomendar,strongsubj,positive
enconar,strongsubj,negative
encono,strongsubj,negative
encontronazo,strongsubj,negative
endeblez,strongsubj,negative
endiosamiento,strongsubj,negative
energizar,strongsubj,positive
enervar,strongsubj,negative
enfadoso,strongsubj,negative
enfermedad,strongsubj,negative
enfermo,strongsubj,negative
enfurecido,strongsubj,negative
engano,strongsubj,negative
enganoso,strongsubj,negative
engendro,strongsubj,negative
engorroso,strongsubj,negative
engreimiento,strongsubj,negative
enojar,strongsubj,negative
enojoso,strongsubj,negative
enredo,strongsubj,negative
entono,strongsubj,negative
entranable,strongsubj,positive
entremetido,strongsubj,negative
entrometido,strongsubj,negative
envalentonamiento,strongsubj,negative
envanecimiento,strongsubj,negative
enzarzar,strongsubj,negative
equivalencia,strongsubj,positive
equivocacion,strongsubj,negative
equivocar,strongsubj,negative
equivocarse,strongsubj,negative
errar,strongsubj,negative
erroneo,strongsubj,negative
error,strongsubj,negative
erudito,strongsubj,positive
escalofriante,strongsubj,negative
escandalizar,strongsubj,negative
escandaloso,strongsubj,negative
escaramuza,strongsubj,negative
escasez,strongsubj,negative
escaso,strongsubj,negative
escoria,strongsubj,negative
escoriar,strongsubj,negative
esencial,strongsubj,positive
esforzado,strongsubj,positive
espanto,strongsubj,negative
espantoso,strongsubj,negative
especial,strongsubj,positive
espina,strongsubj,negative
espinoso,strongsubj,negative
esplendido,strongsubj,positive
esplendor,strongsubj,positive
esplendoroso,strongsubj,positive
estafa,strongsubj,negative
esteril,strongsubj,negative
estimular,strongsubj,positive
estirado,strongsubj,negative
estrafalario,strongsubj,negative
estrambotico,strongsubj,negative
estrella,strongsubj,positive
estremecedor,strongsubj,negative
estridente,strongsubj,negative
estruendo,strongsubj,negative
estupendo,strongsubj,positive
estupido,strongsubj,negative
euforia,strongsubj,positive
euforico,strongsubj,positive
evasivo,strongsubj,negative
exacto,strongsubj,positive
exagerado,strongsubj,negative
exagerar,strongsubj,negative
exaltar,strongsubj,positive
exasperante,strongsubj,negative
exceder,strongsubj,positive
excelente,strongsubj,positive
excentrico,strongsubj,negative
excepcional,strongsubj,positive
exclusivo,strongsubj,positive
exculpar,strongsubj,positive
execracion,strongsubj,negative
exencion,strongsubj,positive
exiguidad,strongsubj,negative
exiguo,strongsubj,negative
exitoso,strongsubj,positive
exorbitante,strongsubj,negative
experto,strongsubj,positive
expresivo,strongsubj,positive
exquisito,strongsubj,positive
exterminacion,strongsubj,negative
exterminio,strongsubj,negative
extrano,strongsubj,negative
extraordinario,strongsubj,positive
extravagante,strongsubj,negative
extremo,strongsubj,negative
exuberante,strongsubj,positive
exultacion,strongsubj,positive
exultant,strongsubj,positive
facilidad,strongsubj,positive
facistol,strongsubj,negative
factible,strongsubj,positive
fallo,strongsubj,negative
falsificado,strongsubj,negative
falta,strongsubj,negative
famoso,strongsubj,positive
fanfarron,strongsubj,negative
fantasma,strongsubj,negative
fantastico,strongsubj,positive
fantoche,strongsubj,negative
farolero,strongsubj,negative
fascinar,strongsubj,positive
fastidiado,strongsubj,negative
fastidiar,strongsubj,negative
fastidioso,strongsubj,negative
fasto,strongsubj,positive
fastuosidad,strongsubj,positive
fastuoso,strongsubj,positive
fatal,strongsubj,negative
fatiga,strongsubj,negative
fatuo,strongsubj,negative
favorito,strongsubj,positive
fecundo,strongsubj,positive
fehaciente,strongsubj,positive
feliz,strongsubj,positive
fenomenal,strongsubj,negative
ferocidad,strongsubj,negative
fertil,strongsubj,positive
ferviente,strongsubj,positive
fervor,strongsubj,positive
fervoroso,strongsubj,positive
festejo,strongsubj,positive
fetidez,strongsubj,negative
fiabilidad,strongsubj,positive
fiable,strongsubj,positive
fiasco,strongsubj,negative
fidedigno,strongsubj,positive
fiera,strongsubj,negative
fiereza,strongsubj,negative
fineza,strongsubj,positive
fino,strongsubj,positive
firme,strongsubj,positive
fisgon,strongsubj,negative
flamante,strongsubj,positive
flaqueza,strongsubj,negative
flojo,strongsubj,negative
formal,strongsubj,positive
formalidad,strongsubj,positive
formidable,strongsubj,positive
forrado,strongsubj,positive
fortuna,strongsubj,positive
forzar,strongsubj,negative
fraude,strongsubj,negative
frenesi,strongsubj,negative
fresco,strongsubj,negative
frio,strongsubj,negative
fructifero,strongsubj,positive
frustrar,strongsubj,negative
fuero,strongsubj,negative
fuerte,strongsubj,positive
fugaz,strongsubj,negative
funesto,strongsubj,negative
furia,strongsubj,negative
furioso,strongsubj,negative
furor,strongsubj,negative
futilidad,strongsubj,negative
galanteria,strongsubj,positive
galardon,strongsubj,positive
gallardo,strongsubj,positive
gallito,strongsubj,negative
gamberro,strongsubj,negative
ganancia,strongsubj,positive
garboso,strongsubj,positive
gazapaton,strongsubj,negative
gazapo,strongsubj,negative
gemir,strongsubj,negative
generosidad,strongsubj,positive
generoso,strongsubj,positive
genial,strongsubj,negative
gentil,strongsubj,positive
genuino,strongsubj,positive
glacial,strongsubj,negative
gloria,strongsubj,positive
glorioso,strongsubj,positive
golpe,strongsubj,negative
gorila,strongsubj,negative
gozoso,strongsubj,positive
gran,strongsubj,positive
grande,strongsubj,positive
grandeza,strongsubj,positive
grandiosidad,strongsubj,positive
gratificacion,strongsubj,positive
gratificante,strongsubj,positive
grato,strongsubj,positive
gratuito,strongsubj,negative
grave,strongsubj,negative
grima,strongsubj,negative
gris,strongsubj,negative
groseria,strongsubj,negative
grosero,strongsubj,negative
grunon,strongsubj,negative
guay,strongsubj,negative
gusto,strongsubj,positive
habil,strongsubj,positive
habilidad,strongsubj,positive
hacha,strongsubj,positive
hampon,strongsubj,negative
harpia,strongsubj,negative
harto,strongsubj,negative
hastiado,strongsubj,negative
hastio,strongsubj,negative
hecatombe,strongsubj,negative
hediondez,strongsubj,negative
hedor,strongsubj,negative
hematoma,strongsubj,negative
herida,strongsubj,negative
herir,strongsubj,negative
hermoso,strongsubj,positive
heroicidad,strongsubj,positive
hilaridad,strongsubj,positive
hinchazon,strongsubj,negative
histeria,strongsubj,negative
histerismo,strongsubj,negative
historia,strongsubj,negative
homenaje,strongsubj,positive
hondo,strongsubj,positive
honor,strongsubj,positive
honorable,strongsubj,positive
honorado,strongsubj,positive
horrendo,strongsubj,negative
horrido,strongsubj,negative
horripilante,strongsubj,negative
horror,strongsubj,negative
horrorizar,strongsubj,negative
horroroso,strongsubj,negative
hortera,strongsubj,negative
hosco,strongsubj,negative
hostigar,strongsubj,negative
huir,strongsubj,negative
humilde,strongsubj,negative
humillacion,strongsubj,negative
humillar,strongsubj,negative
humor,strongsubj,positive
humorismo,strongsubj,positive
idea,strongsubj,positive
identidad,strongsubj,positive
ido,strongsubj,negative
idoneo,strongsubj,positive
ignominia,strongsubj,negative
ilusion,strongsubj,positive
ilustrado,strongsubj,positive
imaginativo,strongsubj,positive
imbecil,strongsubj,negative
impaciente,strongsubj,positive
impecable,strongsubj,positive
impedimento,strongsubj,negative
imperfeccion,strongsubj,negative
impersonal,strongsubj,negative
impertinencia,strongsubj,negative
imponente,strongsubj,negative
imposible,strongsubj,negative
impreciso,strongsubj,negative
impresionante,strongsubj,positive
improductivo,strongsubj,negative
improperio,strongsubj,negative
imprudente,strongsubj,negative
impudico,strongsubj,negative
inaceptable,strongsubj,negative
inadecuado,strongsubj,negative
inadmisible,strongsubj,negative
inagotable,strongsubj,positive
inaguantable,strongsubj,negative
inapropiado,strongsubj,negative
incapacidad,strongsubj,negative
incapaz,strongsubj,negative
incitar,strongsubj,positive
incivilizado,strongsubj,negative
incomodidad,strongsubj,negative
incomodo,strongsubj,negative
incompetencia,strongsubj,negative
incompleto,strongsubj,negative
inconcebible,strongsubj,negative
incongruente,strongsubj,negative
incontestable,strongsubj,positive
increible,strongsubj,positive
increpacion,strongsubj,negative
incuestionable,strongsubj,positive
indigente,strongsubj,negative
indiscreto,strongsubj,negative
indistinguible,strongsubj,negative
individualidad,strongsubj,positive
individualismo,strongsubj,positive
indomado,strongsubj,negative
indubitable,strongsubj,positive
indudable,strongsubj,positive
ineficacia,strongsubj,negative
ineficaz,strongsubj,negative
inepto,strongsubj,negative
inexperto,strongsubj,negative
infalible,strongsubj,positive
infame,strongsubj,negative
infamia,strongsubj,negative
infantil,strongsubj,negative
infatigable,strongsubj,positive
infecundo,strongsubj,negative
inferior,strongsubj,negative
inflexible,strongsubj,negative
infortunado,strongsubj,negative
infortunio,strongsubj,negative
infructuoso,strongsubj,negative
ingenio,strongsubj,positive
ingeniosidad,strongsubj,positive
iniquidad,strongsubj,negative
inmaduro,strongsubj,negative
inmodestia,strongsubj,negative
inmundo,strongsubj,negative
innegable,strongsubj,positive
innovador,strongsubj,positive
inocente,strongsubj,positive
inopia,strongsubj,negative
inoportuno,strongsubj,negative
inquebrantable,strongsubj,positive
inquietante,strongsubj,negative
inquietar,strongsubj,negative
inquieto,strongsubj,negative
inquietud,strongsubj,negative
inquina,strongsubj,negative
insania,strongsubj,negative
insignificancia,strongsubj,negative
insignificante,strongsubj,negative
insolencia,strongsubj,negative
insoportable,strongsubj,negative
instructivo,strongsubj,positive
instruido,strongsubj,positive
insuficiente,strongsubj,negative
insufrible,strongsubj,negative
insultante,strongsubj,negative
insultos,strongsubj,negative
integridad,strongsubj,positive
inteligente,strongsubj,positive
interrumpir,strongsubj,negative
intolerable,strongsubj,negative
intoxicar,strongsubj,positive
intranquilidad,strongsubj,negative
intranquilizar,strongsubj,negative
intranquilo,strongsubj,negative
intrepido,strongsubj,positive
intrusion,strongsubj,negative
inutil,strongsubj,negative
invalido,strongsubj,negative
invasion,strongsubj,negative
inventiva,strongsubj,positive
irritacion,strongsubj,negative
irritante,strongsubj,negative
